ID,Current URL
73,https://en.wikipedia.org/wiki/File:Big_data_(21036)_-_The_Noun_Project.svg
74,https://en.wikipedia.org/wiki/Economy_of_Africa
75,https://www.bbc.com/sport/cricket/live/cdjy4v4e2jet
76,https://www.bbc.com/news/uk-england-cornwall-57087751
77,https://www.bbc.com/news/videos/cy8p8e022j0o
78,https://en.wikipedia.org/wiki/List_of_World_Heritage_Sites_in_Cyprus
79,https://web.archive.org/web/20180201005250/http://www.newzimbabwe.com/columns-40850-The+costs+of+the+Robert+Mugabe+era/columns.aspx
80,https://www.bbc.com/news/uk-england-cornwall-57107212
81,https://en.wikipedia.org/wiki/Greeks_in_the_Czech_Republic
82,https://en.wikipedia.org/wiki/Economy_of_Guyana
83,https://web.archive.org/web/20210201042309/http://whc.unesco.org/en/conventiontext/
84,https://whc.unesco.org/en/statesparties/cy/
85,https://en.wikipedia.org/wiki/Economy_of_Taiwan
86,https://whc.unesco.org/en/conventiontext/
87,https://www.bbc.com/news/uk-england-cornwall-57119270
88,https://web.archive.org/web/20160827065310/https://whc.unesco.org/en/convention/
89,https://en.wikipedia.org/wiki/Roman%E2%80%93Parthian_Wars
90,https://en.wikipedia.org/wiki/File:Beyond_remittances.jpg
91,https://en.wikipedia.org/w/index.php?title=Emigration_from_Kosovo&action=edit&section=9
92,https://web.archive.org/web/20210102165607/https://whc.unesco.org/en/tentativelists/1676/
93,https://en.wikipedia.org/w/index.php?title=Emigration_from_Kosovo&action=edit&section=8
94,https://www.bli.gov.tw/en/0010791.html
95,https://en.wikipedia.org/wiki/Constitution_of_Albania
96,https://en.m.wikipedia.org/wiki/Main_Page
97,https://www.bli.gov.tw/en/0014970.html
98,https://web.archive.org/web/20180201005250*/http://www.newzimbabwe.com/columns-40850-The%2Bcosts%2Bof%2Bthe%2BRobert%2BMugabe%2Bera/columns.aspx
99,https://mk.wikipedia.org/wiki/%D0%A1%D0%BB%D0%BE%D0%B1%D0%BE%D0%B4%D0%B0_%D0%BD%D0%B0_%D0%B3%D0%BE%D0%B2%D0%BE%D1%80%D0%BE%D1%82
100,https://en.wikipedia.org/wiki/Liberalism_in_Israel
101,https://en.wikipedia.org/wiki/Internet_censorship_in_South_Africa
102,https://archive.org/details/animationandcartoons
103,https://events.bli.gov.tw/report/reportY.aspx?y=109&f=h1320
104,https://events.bli.gov.tw/report/reportY.aspx?y=109&f=h1310
105,https://en.wikipedia.org/wiki/Wikipedia:Text_of_the_GNU_Free_Documentation_License
106,https://en.wikipedia.org/wiki/Help:Cheatsheet
107,https://en.wikipedia.org/wiki/Category:All_set_index_articles
108,https://en.wikipedia.org/wiki/Category:Articles_with_unsourced_statements_from_February_2012
109,https://en.wikipedia.org/wiki/File:TSMC_in_Tainan_Science_Park.JPG
110,https://en.wikipedia.org/wiki/Category:Articles_with_Chinese-language_sources_(zh)
111,https://en.wikipedia.org/wiki/Special:BookSources/978-1-61761-190-2
112,https://catalog.syr.edu/cgi-bin/Pwebrecon.cgi?DB=local&SAB1=9781617611902&BOOL1=any+of+these&FLD1=ISBN+%28ISBN%29&HIST=1&CNT=50
113,https://en.wikipedia.org/wiki/Thailand
114,https://en.wikipedia.org/wiki/Category:Official_website_different_in_Wikidata_and_Wikipedia
115,https://find.slv.vic.gov.au/discovery/search?vid=61SLV_INST:SLV&lang=en
116,https://en.wikipedia.org/wiki/Ecuador
117,https://fr.wikipedia.org/wiki/%C3%89quateur_(pays)
118,https://freedomhouse.org/country/ecuador
119,https://en.wikipedia.org/wiki/List_of_kingdoms_in_pre-colonial_Africa
120,https://web.archive.org/web/20210127015952/https://whc.unesco.org/en/list/1597
121,https://web.archive.org/web/20210102170506/https://whc.unesco.org/en/326/msg=forgotlogin
122,https://en.wikipedia.org/wiki/Zog_I_of_Albania
123,https://en.wikipedia.org/w/index.php?title=Template%3ABalts&action=edit
124,https://discover.durham.ac.uk/discovery/search?vid=44DUR_INST:VU1
125,https://en.wikipedia.org/wiki/Manhigut_Yehudit
126,https://en.m.wikipedia.org/wiki/Freedom_of_speech
127,https://en.m.wikipedia.org/w/index.php?title=Ob&action=edit&section=8
128,https://en.wikipedia.org/wiki/Category:Human_rights_abuses_in_South_Africa
129,https://en.wikipedia.org/wiki/Category:Mass_media_in_South_Africa
130,https://en.wikipedia.org/wiki/Wikipedia:Piped_link
131,https://en.m.wikipedia.org/wiki/Berezovo
132,https://en.wikipedia.org/wiki/Wikipedia:Ain%27t_no_rules_says_a_dog_can%27t_play_basketball
133,https://en.wikipedia.org/wiki/1946_in_Korea
134,https://en.m.wikipedia.org/wiki/Langepas
135,https://en.wikipedia.org/wiki/Category:Articles_with_unsourced_statements_from_October_2016
136,https://nl.wikipedia.org/wiki/Khmer_(volk)
137,https://en.wikipedia.org/wiki/Bangkok_(Hua_Lamphong)_railway_station
138,https://en.m.wikipedia.org/wiki/Roman%E2%80%93Parthian_Wars
139,https://en.m.wikipedia.org/wiki/File:Beyond_remittances.jpg
140,https://en.wikipedia.org/wiki/Khmers
141,https://en.m.wikipedia.org/wiki/Economy_of_Taiwan
142,https://en.wikipedia.org/wiki/User:Rizanda
143,https://pubmed.ncbi.nlm.nih.gov/26482917/
144,https://en.wikipedia.org/wiki/List_of_islands_of_Ecuador
145,https://en.wikipedia.org/wiki/Smoking_in_Ecuador
146,https://en.m.wikipedia.org/w/index.php?title=Emigration_from_Kosovo&action=edit&section=8
147,https://en.wikipedia.org/wiki/Inter-American_Commission_on_Human_Rights
148,https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:Avertissements_g%C3%A9n%C3%A9raux
149,https://fr.wikipedia.org/wiki/Wikip%C3%A9dia:%C3%80_propos_de_Wikip%C3%A9dia
150,https://en.m.wikipedia.org/wiki/Constitution_of_Albania
151,https://fr.m.wikipedia.org/wiki/Wikip%C3%A9dia:Avertissements_g%C3%A9n%C3%A9raux
152,https://en.wikipedia.org/w/index.php?title=Module:TableTools&action=edit
153,https://en.wikipedia.org/wiki/Module:TableTools
154,https://en.m.wikipedia.org/wiki/Liberalism_in_Israel
155,https://en.m.wikipedia.org/wiki/Internet_censorship_in_South_Africa
156,https://en.wikipedia.org/w/index.php?action=edit&section=8&title=Ob&mfnoscript=1
157,https://en.wikipedia.org/wiki/Category:Wikipedia_link_help
158,https://en.m.wikipedia.org/wiki/Category:All_set_index_articles
159,https://en.wikipedia.org/wiki/Thaksin_Express
160,https://en.wikipedia.org/w/index.php?sort=relevance&search=articletopic%3Amusic+incategory%3A%22Articles+with+unsourced+statements+from+October+2016%22&title=Special:Search&ns0=1
161,https://en.wikipedia.org/wiki/Chakkarat_railway_station
162,https://en.wikipedia.org/wiki/Southwestern_Tai
163,https://en.wikipedia.org/wiki/Scala_Cinema_(Bangkok)
164,https://en.wikipedia.org/wiki/Portal:Laos
165,https://en.wikipedia.org/w/index.php?action=edit&section=8&title=Emigration_from_Kosovo&mfnoscript=1
166,https://en.m.wikipedia.org/w/index.php?title=Economy_of_Taiwan&action=history
167,https://en.m.wikipedia.org/wiki/Zog_I
168,https://en.m.wikipedia.org/w/index.php?title=Template:Balts&action=edit
169,https://en.m.wikipedia.org/wiki/Manhigut_Yehudit
170,https://en.m.wikipedia.org/w/index.php?title=Liberalism_in_Israel&action=history
171,https://en.m.wikipedia.org/wiki/Category:Mass_media_in_South_Africa
172,https://en.m.wikipedia.org/w/index.php?title=Internet_censorship_in_South_Africa&action=history
173,https://en.m.wikipedia.org/wiki/Wikipedia:Piped_link
174,https://en.m.wikipedia.org/wiki/Wikipedia:Ain%27t_no_rules_says_a_dog_can%27t_play_basketball
175,https://en.m.wikipedia.org/wiki/1946_in_Korea
176,https://en.m.wikipedia.org/w/index.php?title=Category:All_set_index_articles&action=history
177,https://en.wikipedia.org/wiki/Hlai_languages
178,https://en.m.wikipedia.org/wiki/Smoking_in_Ecuador
179,https://en.wikipedia.org/wiki/Category:Portals_needing_placement_of_incoming_links
180,https://en.wikipedia.org/wiki/Category:Random_portal_component_with_6%E2%80%9310_available_image_subpages
181,https://en.m.wikipedia.org/wiki/Inter-American_Commission_on_Human_Rights
182,https://en.m.wikipedia.org/wiki/Special:Contributions/Free_ori
183,https://en.m.wikipedia.org/w/index.php?title=Economy_of_Taiwan&action=edit&undoafter=1208907241&undo=1209756923
184,https://en.m.wikipedia.org/w/index.php?title=Zog_I&action=history
185,https://auth.wikimedia.org/enwiki/wiki/Special:CreateAccount?useformat=desktop&usesul3=1&returnto=Main_Page&centralauthLoginToken=4738f26d55acff03c59b176fd12ce870
186,https://en.m.wikipedia.org/wiki/Module:TableTools
187,https://en.m.wikipedia.org/w/index.php?title=Module:TableTools&action=edit
188,https://en.wikipedia.org/w/index.php?title=Template:Balts&oldid=1277393745
189,https://en.m.wikipedia.org/w/index.php?title=Manhigut_Yehudit&action=edit&section=7
190,https://en.m.wikipedia.org/w/index.php?title=Manhigut_Yehudit&action=history
191,https://en.m.wikipedia.org/w/index.php?title=Liberalism_in_Israel&action=edit&undoafter=997920423&undo=999096913
192,https://en.m.wikipedia.org/w/index.php?title=Ob&action=edit&mfnoscript=1&section=8
193,https://en.m.wikipedia.org/wiki/Wikipedia:Offline_sources
194,https://en.m.wikipedia.org/wiki/Category:Wikipedia_link_help
195,https://en.m.wikipedia.org/w/index.php?title=1946_in_Korea&action=history
196,https://en.m.wikipedia.org/wiki/Chakkarat_railway_station
197,https://en.m.wikipedia.org/w/index.php?title=Special:Search&ns0=1&search=articletopic%3Amusic+incategory%3A%22Articles+with+unsourced+statements+from+October+2016%22&sort=relevance
198,https://en.m.wikipedia.org/wiki/Scala_Cinema_(Bangkok)
199,https://en.m.wikipedia.org/wiki/Portal:Laos
200,https://en.m.wikipedia.org/w/index.php?title=Inter-American_Commission_on_Human_Rights&action=edit&section=2
201,https://en.m.wikipedia.org/wiki/La_Cantuta_massacre
202,https://tr.wikipedia.org/wiki/La_Cantuta_katliam%C4%B1
203,https://en.wikipedia.org/wiki/Special:Contributions/Free_ori
204,https://pl.wikipedia.org/wiki/Masakra_w_La_Cantuta
205,https://ja.wikipedia.org/wiki/%E3%83%A9%E3%83%BB%E3%82%AB%E3%83%B3%E3%83%88%E3%82%A5%E3%82%BF%E4%BA%8B%E4%BB%B6
206,https://en.m.wikipedia.org/wiki/Category:Webarchive_template_wayback_links
207,https://auth.wikimedia.org/enwiki/w/index.php?title=Special:CreateAccount&centralauthLoginToken=4738f26d55acff03c59b176fd12ce870&returnto=Main_Page&usesul3=1&mobileaction=toggle_view_mobile
208,https://auth.wikimedia.org/enwiki/wiki/Special:CreateAccount
209,https://gpe.wikipedia.org/wiki/Category:Webarchive_template_wayback_links
210,https://en.wikipedia.org/wiki/Category:Lithuania_history_templates
211,https://gpe.m.wikipedia.org/wiki/Category:Webarchive_template_wayback_links
212,https://en.wikipedia.org/wiki/Category:Europe_ethnic_group_templates
213,https://en.m.wikipedia.org/w/index.php?title=User_talk:89.138.191.108&action=edit&redlink=1
214,https://en.m.wikipedia.org/w/index.php?title=Manhigut_Yehudit&action=edit&undoafter=257453793&undo=269539876
215,https://en.m.wikipedia.org/wiki/Module:Political_party/T
216,https://en.m.wikipedia.org/w/index.php?title=Category:Wikipedia_link_help&action=history
217,https://en.m.wikipedia.org/wiki/Wikipedia:Shortcut_table
218,https://zh.wikipedia.org/wiki/Module:%E6%94%BF%E9%BB%A8/T
219,https://en.m.wikipedia.org/w/index.php?title=Chakkarat_railway_station&action=history
220,https://en.m.wikipedia.org/wiki/Hlai_languages
221,https://en.m.wikipedia.org/wiki/Category:Portals_needing_placement_of_incoming_links
222,https://en.m.wikipedia.org/wiki/Category:Random_portal_component_with_6%E2%80%9310_available_image_subpages
223,https://en.m.wikipedia.org/w/index.php?title=Portal:Laos&action=history
224,https://en.wikipedia.org/w/index.php?title=User_talk:Free_ori/Archive_1&action=history
225,https://en.wikipedia.org/w/index.php?title=User_talk:Free_ori/Archive_1&diff=prev&oldid=1269974300
226,https://ja.wikipedia.org/wiki/%E3%83%95%E3%82%A1%E3%82%A4%E3%83%AB:Achtung-orange.svg
227,https://en.wikipedia.org/w/index.php?title=Economy_of_Taiwan&action=edit&undo=1209756923&undoafter=1208907241
228,https://auth.wikimedia.org/enwiki/w/index.php?title=Special:CreateAccount&centralauthLoginToken=4738f26d55acff03c59b176fd12ce870&mobileaction=toggle_view_desktop&returnto=Main_Page&usesul3=1
229,https://auth.wikimedia.org/enwiki/w/index.php?title=Special:CreateAccount&mobileaction=toggle_view_mobile
230,https://en.m.wikipedia.org/w/index.php?title=Template:Balts&oldid=1277393745
231,https://en.wikipedia.org/wiki/Janjevci
232,https://en.wikipedia.org/wiki/Category:Europe_society_and_social_science_templates
233,https://en.m.wikipedia.org/wiki/Category:Articles_needing_additional_references_from_December_2008
234,https://en.m.wikipedia.org/wiki/Category:Articles_containing_Hebrew-language_text
235,https://en.m.wikipedia.org/w/index.php?title=Wikipedia:Shortcut_table&action=history
236,https://zh.wikipedia.org/wiki/Wikipedia:%E9%A6%96%E9%A1%B5
237,https://en.m.wikipedia.org/w/index.php?title=Chakkarat_railway_station&diff=1253131531&oldid=1046563025
238,https://en.m.wikipedia.org/w/index.php?title=Chakkarat_railway_station&oldid=1046563025
239,https://zu.wikipedia.org/wiki/Ikhasi_Elikhulu
240,https://zh.m.wikipedia.org/wiki/Wikipedia:%E9%A6%96%E9%A1%B5
241,https://en.m.wikipedia.org/w/index.php?title=Hlai_languages&action=history
242,https://en.m.wikipedia.org/w/index.php?title=Category:Random_portal_component_with_6%E2%80%9310_available_image_subpages&action=history
243,https://en.m.wikipedia.org/w/index.php?title=Portal:Laos&diff=prev&oldid=1029435248
244,https://en.wikipedia.org/wiki/Chinese_National_Currency
245,https://en.wikipedia.org/w/index.php?title=Template:Increase&action=edit
246,https://en.wikipedia.org/wiki/Special:QrCode?url=https%3A%2F%2Fauth.wikimedia.org%2Fenwiki%2Fw%2Findex.php%3Ftitle%3DSpecial%3ACreateAccount%26centralauthLoginToken%3D4738f26d55acff03c59b176fd12ce870%26mobileaction%3Dtoggle_view_desktop%26returnto%3DMain_Page%26usesul3%3D1
247,https://auth.wikimedia.org/enwiki/w/index.php?title=Special:CreateAccount&mobileaction=toggle_view_desktop
248,https://en.m.wikipedia.org/wiki/Category:Lithuania_history_templates
249,https://en.m.wikipedia.org/w/index.php?title=Template:Balts&action=history
250,https://en.m.wikipedia.org/wiki/Help:Collapsing_tables_and_more
251,https://en.wikipedia.org/w/index.php?title=Manhigut_Yehudit&action=edit&undo=269539876&undoafter=257453793
252,https://auth.wikimedia.org/enwiki/wiki/Special:UserLogin?useformat=mobile&usesul3=1&returnto=Main_Page&centralauthLoginToken=468fe347be754693e8cd6530e7962973
253,https://en.m.wikipedia.org/wiki/Category:Europe_ethnic_group_templates
254,https://en.m.wikipedia.org/wiki/%2B972_Magazine
255,https://en.m.wikipedia.org/wiki/2013%E2%80%9314_Israel_State_Cup
256,https://zh.wikipedia.org/wiki/Category:%E5%90%AB%E6%9C%89%E5%B8%8C%E4%BC%AF%E4%BE%86%E8%AA%9E%E7%9A%84%E6%A2%9D%E7%9B%AE
257,https://en.m.wikipedia.org/wiki/Wikipedia:Bots
258,https://en.m.wikipedia.org/w/index.php?title=Chakkarat_railway_station&action=edit&undoafter=1046563025&undo=1253131531
259,https://zh.m.wikipedia.org/zh-tw/Wikipedia:%E9%A6%96%E9%A1%B5
260,https://en.m.wikipedia.org/w/index.php?title=Hlai_languages&diff=prev&oldid=1223149594
261,https://en.m.wikipedia.org/w/index.php?title=Hlai_languages&diff=1282861823&oldid=1057399372
262,https://zu.wikipedia.org/wiki/IRashiya
263,https://pcm.wikipedia.org/wiki/Rossia
264,https://en.m.wikipedia.org/w/index.php?title=Portal:Laos&action=edit&oldid=1029435248
265,https://pcd.wikipedia.org/wiki/Russie
266,https://br.wikipedia.org/wiki/Rusia
267,https://en.m.wikipedia.org/w/index.php?title=Portal:Laos&action=edit&oldid=1029435118
268,https://en.m.wikipedia.org/wiki/Wikipedia:Autopatrolled
269,https://pcd.m.wikipedia.org/wiki/Russie
270,https://en.wikipedia.org/wiki/Special:QrCode
271,https://en.wikipedia.org/wiki/Special:QrCode?url=https%3A%2F%2Fauth.wikimedia.org%2Fenwiki%2Fw%2Findex.php%3Ftitle%3DSpecial%3ACreateAccount%26mobileaction%3Dtoggle_view_desktop
272,https://en.wikipedia.org/wiki/Special:UrlShortener?url=https%3A%2F%2Fauth.wikimedia.org%2Fenwiki%2Fw%2Findex.php%3Ftitle%3DSpecial%3ACreateAccount%26mobileaction%3Dtoggle_view_desktop
273,https://en.m.wikipedia.org/w/index.php?title=Category:Lithuania_history_templates&action=history
274,https://en.m.wikipedia.org/wiki/Janjevci
275,https://en.m.wikipedia.org/wiki/Category:Europe_society_and_social_science_templates
276,https://en.m.wikipedia.org/wiki/Northwest_Russia
277,https://en.m.wikipedia.org/w/index.php?title=Category:Europe_ethnic_group_templates&action=history
278,https://th.wikipedia.org/wiki/%E0%B8%A3%E0%B8%B1%E0%B8%AA%E0%B9%80%E0%B8%8B%E0%B8%B5%E0%B8%A2%E0%B8%95%E0%B8%B0%E0%B8%A7%E0%B8%B1%E0%B8%99%E0%B8%95%E0%B8%81%E0%B9%80%E0%B8%89%E0%B8%B5%E0%B8%A2%E0%B8%87%E0%B9%80%E0%B8%AB%E0%B8%99%E0%B8%B7%E0%B8%AD
279,https://en.m.wikipedia.org/wiki/Hapoel_Kafr_Qara_F.C.
280,https://en.m.wikipedia.org/wiki/Maccabi_Herzliya_F.C.
281,https://en.wikipedia.org/w/index.php?title=Wikipedia:Shortcut_table&action=history
282,https://en.wikipedia.org/w/index.php?title=Chakkarat_railway_station&diff=1253131531&oldid=1046563025
283,https://zh.wikipedia.org/wiki/Wikipedia:%E6%9C%BA%E5%99%A8%E4%BA%BA
284,https://zu.wikipedia.org/wiki/IPhothugali
285,https://br.wikipedia.org/wiki/Oulyanovsk
286,https://br.wikipedia.org/wiki/Oblast_Tchelyabinsk
287,https://br.wikipedia.org/wiki/Tchelyabinsk
288,https://ka.wikipedia.org/wiki/%E1%83%9E%E1%83%9D%E1%83%A0%E1%83%A2%E1%83%A3%E1%83%92%E1%83%90%E1%83%9A%E1%83%98%E1%83%90
289,https://hr.wikipedia.org/wiki/%C4%8Celjabinsk
290,https://en.wikipedia.org/w/index.php?title=Portal:Laos&diff=prev&oldid=1029435248
291,https://en.m.wikipedia.org/wiki/Chinese_National_Currency
292,https://pcd.wikipedia.org/wiki/Italie
293,https://en.m.wikipedia.org/w/index.php?title=Special:QrCode&url=https%3A%2F%2Fauth.wikimedia.org%2Fenwiki%2Fw%2Findex.php%3Ftitle%3DSpecial%3ACreateAccount%26centralauthLoginToken%3D4738f26d55acff03c59b176fd12ce870%26mobileaction%3Dtoggle_view_desktop%26returnto%3DMain_Page%26usesul3%3D1
294,https://zh.wikipedia.org/wiki/Wikipedia:%E5%B7%A1%E6%9F%A5%E8%B1%81%E5%85%8D%E6%AC%8A
295,https://ka.m.wikipedia.org/wiki/%E1%83%9E%E1%83%9D%E1%83%A0%E1%83%A2%E1%83%A3%E1%83%92%E1%83%90%E1%83%9A%E1%83%98%E1%83%90
296,https://en.wikipedia.org/wiki/Special:UrlShortener
297,https://en.wikipedia.org/w/index.php?title=Special:QrCode&url=https%3A%2F%2Fen.wikipedia.org%2Fw%2Findex.php%3Ftitle%3DSpecial%3AUrlShortener%26url%3Dhttps%253A%252F%252Fauth.wikimedia.org%252Fenwiki%252Fw%252Findex.php%253Ftitle%253DSpecial%253ACreateAccount%2526mobileaction%253Dtoggle_view_desktop
298,https://www.italia.it/en
299,https://en.m.wikipedia.org/wiki/Petrinja
300,https://en.m.wikipedia.org/w/index.php?title=Template%3AEthnic_groups_in_Kazakhstan&action=edit
301,https://en.wikipedia.org/wiki/%2B972_Magazine
302,https://en.m.wikipedia.org/w/index.php?title=Category:Europe_ethnic_group_templates&oldid=233469741
303,https://zh.m.wikipedia.org/wiki/Category:%E5%90%AB%E6%9C%89%E5%B8%8C%E4%BC%AF%E4%BE%86%E8%AA%9E%E7%9A%84%E6%A2%9D%E7%9B%AE
304,https://www.italia.it/en/abruzzo/things-to-do/spa-caramanico
305,https://en.wikipedia.org/wiki/Wikipedia:Templates_for_discussion/Log/2024_September_27
306,https://br.wikipedia.org/wiki/2008
307,https://ka.wikipedia.org/wiki/%E1%83%92%E1%83%90%E1%83%9C%E1%83%AE%E1%83%98%E1%83%9A%E1%83%95%E1%83%90:%E1%83%9E%E1%83%9D%E1%83%A0%E1%83%A2%E1%83%A3%E1%83%92%E1%83%90%E1%83%9A%E1%83%98%E1%83%90
308,https://br.m.wikipedia.org/wiki/2008
309,https://en.m.wikipedia.org/w/index.php?title=Chinese_National_Currency&action=history
310,https://ka.wikipedia.org/wiki/%E1%83%A1%E1%83%90%E1%83%A5%E1%83%90%E1%83%A0%E1%83%97%E1%83%95%E1%83%94%E1%83%9A%E1%83%9D
311,https://en.m.wikipedia.org/wiki/Special:QrCode
312,https://ka.wikipedia.org/wiki/%E1%83%98%E1%83%A0%E1%83%9A%E1%83%90%E1%83%9C%E1%83%93%E1%83%98%E1%83%98%E1%83%A1_%E1%83%A0%E1%83%94%E1%83%A1%E1%83%9E%E1%83%A3%E1%83%91%E1%83%9A%E1%83%98%E1%83%99%E1%83%90
313,https://ka.m.wikipedia.org/wiki/%E1%83%9B%E1%83%97%E1%83%90%E1%83%95%E1%83%90%E1%83%A0%E1%83%98_%E1%83%92%E1%83%95%E1%83%94%E1%83%A0%E1%83%93%E1%83%98
314,https://en.m.wikipedia.org/w/index.php?title=Special:QrCode&url=https%3A%2F%2Fauth.wikimedia.org%2Fenwiki%2Fw%2Findex.php%3Ftitle%3DSpecial%3ACreateAccount%26mobileaction%3Dtoggle_view_desktop
315,https://en.m.wikipedia.org/w/index.php?title=Special:UrlShortener&url=https%3A%2F%2Fauth.wikimedia.org%2Fenwiki%2Fw%2Findex.php%3Ftitle%3DSpecial%3ACreateAccount%26mobileaction%3Dtoggle_view_desktop
316,https://ka.m.wikipedia.org/wiki/%E1%83%9B%E1%83%90%E1%83%A0%E1%83%9B%E1%83%90%E1%83%A0%E1%83%98%E1%83%9A%E1%83%9D
317,https://mr.wikipedia.org/wiki/%E0%A4%86%E0%A4%AF%E0%A4%B0%E0%A5%8D%E0%A4%B2%E0%A4%82%E0%A4%A1%E0%A4%9A%E0%A5%87_%E0%A4%AA%E0%A5%8D%E0%A4%B0%E0%A4%9C%E0%A4%BE%E0%A4%B8%E0%A4%A4%E0%A5%8D%E0%A4%A4%E0%A4%BE%E0%A4%95
318,https://wuu.wikipedia.org/wiki/%E7%88%B1%E5%B0%94%E5%85%B0
319,https://eu.wikipedia.org/wiki/Haitzurdin
320,https://wuu.m.wikipedia.org/wiki/%E7%88%B1%E5%B0%94%E5%85%B0
321,https://creativecommons.org/licenses/by-sa/4.0/deed.eu
322,https://web.archive.org/web/20080227212344/http://minerals.usgs.gov/minerals/pubs/commodity/stone_crushed/myb1-2006-stonc.pdf
323,https://eu.m.wikipedia.org/wiki/Haitzurdin
324,https://fontawesome.com/
325,https://en.wikipedia.org/w/index.php?title=Template:Ethnic_groups_in_Kazakhstan&oldid=1255298646
326,https://en.wikipedia.org/w/index.php?action=edit&title=Template%3AEthnic_groups_in_Kazakhstan&mfnoscript=1
327,https://en.wikipedia.org/wiki/Ihud_Bnei_Kafr_Qara_F.C.
328,https://en.wikipedia.org/wiki/Category:Use_dmy_dates_from_June_2017
